"Leganto Doi","Leganto Authors","Leganto Pubdate","Course code","Course instructors",Department,"Course status","Course year","Reading list code","Reading list name","Leganto Journal title","Leganto  title","WoS Title","WoS journal","Publication year",Publisher,"Doc type",Citations,"WoS ID","Author name","Author sequence","Address sequence",Address,City,Country,"Item ID","Daisng ID"
10.1007/s00221-011-2971-x,"Raw, Rachael K ; Wilkie, Richard M ; Culmer, Peter R ; Mon-Williams, Mark",2011-12-09,25874_PSYC3505,,"School of Psychology",Inactive,,202122_PSYC3505__8994937_1,"PSYC3505: Module Reading List","Experimental brain research","Reduced motor asymmetry in older adults when manually tracing paths",string,string,0,string,string,0,string,,,,string|,string|,string|,"string: string|",
10.1007/s00221-011-2971-x,"Raw, Rachael K ; Wilkie, Richard M ; Culmer, Peter R ; Mon-Williams, Mark",2011-12-09,25874_PSYC3505,,"School of Psychology",Inactive,,202122_PSYC3505__9390772_1,"PSYC3505: Module Reading List","Experimental brain research","Reduced motor asymmetry in older adults when manually tracing paths",string,string,0,string,string,0,string,,,,string|,string|,string|,"string: string|",
10.1136/jnnp.69.6.751,"Pambakian, A L M ; Wooding, D S ; Patel, N ; Morland, A B ; Kennard, C ; Mannan, S K",2000-12,25874_PSYC3505,,"School of Psychology",Inactive,,202122_PSYC3505__8994937_1,"PSYC3505: Module Reading List","Journal of neurology, neurosurgery and psychiatry","Scanning the visual world: a study of patients with homonymous hemianopia",string,string,0,string,string,0,string,,,,string|,string|,string|,"string: string|",
10.1136/jnnp.69.6.751,"Pambakian, A L M ; Wooding, D S ; Patel, N ; Morland, A B ; Kennard, C ; Mannan, S K",2000-12,25874_PSYC3505,,"School of Psychology",Inactive,,202122_PSYC3505__9390772_1,"PSYC3505: Module Reading List","Journal of neurology, neurosurgery and psychiatry","Scanning the visual world: a study of patients with homonymous hemianopia",string,string,0,string,string,0,string,,,,string|,string|,string|,"string: string|",
10.1038/29777,"Andersen, Richard A ; Snyder, Lawrence H ; Grieve, Kenneth L ; Brotchie, Peter",1998-08-27,25874_PSYC3505,,"School of Psychology",Inactive,,202122_PSYC3505__8994937_1,"PSYC3505: Module Reading List","Nature (London)","Separate body- and world-referenced representations of visual space in parietal cortex",string,string,0,string,string,0,string,,,,string|,string|,string|,"string: string|",
10.1038/29777,"Andersen, Richard A ; Snyder, Lawrence H ; Grieve, Kenneth L ; Brotchie, Peter",1998-08-27,25874_PSYC3505,,"School of Psychology",Inactive,,202122_PSYC3505__9390772_1,"PSYC3505: Module Reading List","Nature (London)","Separate body- and world-referenced representations of visual space in parietal cortex",string,string,0,string,string,0,string,,,,string|,string|,string|,"string: string|",
10.1016/0166-2236(92)90344-8,"Goodale, Melvyn A ; Milner, A.David",1992,25874_PSYC3505,,"School of Psychology",Inactive,,202122_PSYC3505__8994937_1,"PSYC3505: Module Reading List","Trends in Neurosciences","Separate visual pathways for perception and action",string,string,0,string,string,0,string,,,,string|,string|,string|,"string: string|",
10.1016/0166-2236(92)90344-8,"Goodale, Melvyn A ; Milner, A.David",1992,25874_PSYC3505,,"School of Psychology",Inactive,,202122_PSYC3505__9390772_1,"PSYC3505: Module Reading List","Trends in Neurosciences","Separate visual pathways for perception and action",string,string,0,string,string,0,string,,,,string|,string|,string|,"string: string|",
10.1007/s00221-002-1132-7,"Niemeier, Matthias ; Karnath, Hans-Otto",2002,25874_PSYC3505,,"School of Psychology",Inactive,,202122_PSYC3505__8994937_1,"PSYC3505: Module Reading List","Experimental brain research","Simulating and testing visual exploration in spatial neglect based on a new model for cortical coordinate transformation",string,string,0,string,string,0,string,,,,string|,string|,string|,"string: string|",
10.1007/s00221-002-1132-7,"Niemeier, Matthias ; Karnath, Hans-Otto",2002,25874_PSYC3505,,"School of Psychology",Inactive,,202122_PSYC3505__9390772_1,"PSYC3505: Module Reading List","Experimental brain research","Simulating and testing visual exploration in spatial neglect based on a new model for cortical coordinate transformation",string,string,0,string,string,0,string,,,,string|,string|,string|,"string: string|",
10.1098/rstb.1997.0126,"Vallar, Giuseppe ; Vallar, Giuseppe",1997-10-29,25874_PSYC3505,,"School of Psychology",Inactive,,202122_PSYC3505__8994937_1,"PSYC3505: Module Reading List","Philosophical transactions. Biological sciences","Spatial frames of reference and somatosensory processing: a neuropsychological perspective",string,string,0,string,string,0,string,,,,string|,string|,string|,"string: string|",
10.1098/rstb.1997.0126,"Vallar, Giuseppe ; Vallar, Giuseppe",1997-10-29,25874_PSYC3505,,"School of Psychology",Inactive,,202122_PSYC3505__9390772_1,"PSYC3505: Module Reading List","Philosophical transactions. Biological sciences","Spatial frames of reference and somatosensory processing: a neuropsychological perspective",string,string,0,string,string,0,string,,,,string|,string|,string|,"string: string|",
10.1038/39865,"Duhamel, Jean-René ; Bremmer, Frank ; BenHamed, Suliann ; Graf, Werner",1997-10-23,25874_PSYC3505,,"School of Psychology",Inactive,,202122_PSYC3505__8994937_1,"PSYC3505: Module Reading List","Nature (London)","Spatial invariance of visual receptive fields in parietal cortex neurons",string,string,0,string,string,0,string,,,,string|,string|,string|,"string: string|",
10.1038/39865,"Duhamel, Jean-René ; Bremmer, Frank ; BenHamed, Suliann ; Graf, Werner",1997-10-23,25874_PSYC3505,,"School of Psychology",Inactive,,202122_PSYC3505__9390772_1,"PSYC3505: Module Reading List","Nature (London)","Spatial invariance of visual receptive fields in parietal cortex neurons",string,string,0,string,string,0,string,,,,string|,string|,string|,"string: string|",
10.1523/JNEUROSCI.4315-05.2006,"Ghose, Kaushik ; Moss, Cynthia F",2006-02-08,25874_PSYC3505,,"School of Psychology",Inactive,,202122_PSYC3505__8994937_1,"PSYC3505: Module Reading List","The Journal of neuroscience","Steering by Hearing: A Bat's Acoustic Gaze Is Linked to Its Flight Motor Output by a Delayed, Adaptive Linear Law",string,string,0,string,string,0,string,,,,string|,string|,string|,"string: string|",
10.1523/JNEUROSCI.4315-05.2006,"Ghose, Kaushik ; Moss, Cynthia F",2006-02-08,25874_PSYC3505,,"School of Psychology",Inactive,,202122_PSYC3505__9390772_1,"PSYC3505: Module Reading List","The Journal of neuroscience","Steering by Hearing: A Bat's Acoustic Gaze Is Linked to Its Flight Motor Output by a Delayed, Adaptive Linear Law",string,string,0,string,string,0,string,,,,string|,string|,string|,"string: string|",
10.1016/j.gaitpost.2008.10.063,"Harley, Clare ; Wilkie, Richard M ; Wann, John P",2008,25874_PSYC3505,,"School of Psychology",Inactive,,202122_PSYC3505__8994937_1,"PSYC3505: Module Reading List","Gait & posture","Stepping over obstacles: Attention demands and aging",string,string,0,string,string,0,string,,,,string|,string|,string|,"string: string|",
10.1016/j.gaitpost.2008.10.063,"Harley, Clare ; Wilkie, Richard M ; Wann, John P",2008,25874_PSYC3505,,"School of Psychology",Inactive,,202122_PSYC3505__9390772_1,"PSYC3505: Module Reading List","Gait & posture","Stepping over obstacles: Attention demands and aging",string,string,0,string,string,0,string,,,,string|,string|,string|,"string: string|",
10.1016/S0960-9822(03)00171-4,"Niemeier, Matthias ; Karnath, Hans-Otto",2003-04-01,25874_PSYC3505,,"School of Psychology",Inactive,,202122_PSYC3505__8994937_1,"PSYC3505: Module Reading List","Current biology","Stimulus-driven and voluntary saccades are coded in different coordinate systems",string,string,0,string,string,0,string,,,,string|,string|,string|,"string: string|",
10.1016/S0960-9822(03)00171-4,"Niemeier, Matthias ; Karnath, Hans-Otto",2003-04-01,25874_PSYC3505,,"School of Psychology",Inactive,,202122_PSYC3505__9390772_1,"PSYC3505: Module Reading List","Current biology","Stimulus-driven and voluntary saccades are coded in different coordinate systems",string,string,0,string,string,0,string,,,,string|,string|,string|,"string: string|",
10.1126/science.1126912,"Wittlinger, Matthias ; Wehner, Rüdiger ; Wolf, Harald",2006-06-30,25874_PSYC3505,,"School of Psychology",Inactive,,202122_PSYC3505__8994937_1,"PSYC3505: Module Reading List","Science (American Association for the Advancement of Science)","The Ant Odometer: Stepping on Stilts and Stumps",string,string,0,string,string,0,string,,,,string|,string|,string|,"string: string|",
10.1126/science.1126912,"Wittlinger, Matthias ; Wehner, Rüdiger ; Wolf, Harald",2006-06-30,25874_PSYC3505,,"School of Psychology",Inactive,,202122_PSYC3505__9390772_1,"PSYC3505: Module Reading List","Science (American Association for the Advancement of Science)","The Ant Odometer: Stepping on Stilts and Stumps",string,string,0,string,string,0,string,,,,string|,string|,string|,"string: string|",
10.1016/S0010-9452(13)80083-4,"Làdavas, Elisabetta ; Petronio, Alessandro ; Umiltà, Carlo",1990-09,25874_PSYC3505,,"School of Psychology",Inactive,,202122_PSYC3505__9390772_1,"PSYC3505: Module Reading List",Cortex,"The Deployment of Visual Attention in the Intact Field of Hemineglect Patients",string,string,0,string,string,0,string,,,,string|,string|,string|,"string: string|",
10.1037/a0026123,"Kountouriotis, Georgios K ; Floyd, Rosalind C ; Gardner, Peter H ; Merat, Natasha ; Wilkie, Richard M",2012-06,25874_PSYC3505,,"School of Psychology",Inactive,,202122_PSYC3505__9390772_1,"PSYC3505: Module Reading List","Journal of experimental psychology. Human perception and performance","The Role of Gaze and Road Edge Information During High-Speed Locomotion",string,string,0,string,string,0,string,,,,string|,string|,string|,"string: string|",
10.1037/0096-1523.33.5.1127,"Wallis, Guy ; Chatziastros, Astros ; Tresilian, James ; Tomasevic, Nebojsa",2007-10,25874_PSYC3505,,"School of Psychology",Inactive,,202122_PSYC3505__8994937_1,"PSYC3505: Module Reading List","Journal of experimental psychology. Human perception and performance","The Role of Visual and Nonvisual Feedback in a Vehicle Steering Task",string,string,0,string,string,0,string,,,,string|,string|,string|,"string: string|",
10.1037/0096-1523.33.5.1127,"Wallis, Guy ; Chatziastros, Astros ; Tresilian, James ; Tomasevic, Nebojsa",2007-10,25874_PSYC3505,,"School of Psychology",Inactive,,202122_PSYC3505__9390772_1,"PSYC3505: Module Reading List","Journal of experimental psychology. Human perception and performance","The Role of Visual and Nonvisual Feedback in a Vehicle Steering Task",string,string,0,string,string,0,string,,,,string|,string|,string|,"string: string|",
10.1037/0096-1523.31.5.901,"Wilkie, Richard M ; Wann, John P",2005-10,25874_PSYC3505,,"School of Psychology",Inactive,,202122_PSYC3505__8994937_1,"PSYC3505: Module Reading List","Journal of experimental psychology. Human perception and performance","The Role of Visual and Nonvisual Information in the Control of Locomotion",string,string,0,string,string,0,string,,,,string|,string|,string|,"string: string|",
10.1037/0096-1523.31.5.901,"Wilkie, Richard M ; Wann, John P",2005-10,25874_PSYC3505,,"School of Psychology",Inactive,,202122_PSYC3505__9390772_1,"PSYC3505: Module Reading List","Journal of experimental psychology. Human perception and performance","The Role of Visual and Nonvisual Information in the Control of Locomotion",string,string,0,string,string,0,string,,,,string|,string|,string|,"string: string|",
10.1016/0028-3932(86)90001-1,"Vallar, Giuseppe ; Perani, Daniela",1986,25874_PSYC3505,,"School of Psychology",Inactive,,202122_PSYC3505__8994937_1,"PSYC3505: Module Reading List",Neuropsychologia,"The anatomy of unilateral neglect after right-hemisphere stroke lesions. A clinical/CT-scan correlation study in man",string,string,0,string,string,0,string,,,,string|,string|,string|,"string: string|",
10.1016/0028-3932(86)90001-1,"Vallar, Giuseppe ; Perani, Daniela",1986,25874_PSYC3505,,"School of Psychology",Inactive,,202122_PSYC3505__9390772_1,"PSYC3505: Module Reading List",Neuropsychologia,"The anatomy of unilateral neglect after right-hemisphere stroke lesions. A clinical/CT-scan correlation study in man",string,string,0,string,string,0,string,,,,string|,string|,string|,"string: string|",
10.1167/5.11.7,"Gepshtein, Sergei ; Burge, Johannes ; Ernst, Marc O ; Banks, Martin S",2005-12-28,25874_PSYC3505,,"School of Psychology",Inactive,,202122_PSYC3505__8994937_1,"PSYC3505: Module Reading List","Journal of vision (Charlottesville, Va.)","The combination of vision and touch depends on spatial proximity",string,string,0,string,string,0,string,,,,string|,string|,string|,"string: string|",
10.1167/5.11.7,"Gepshtein, Sergei ; Burge, Johannes ; Ernst, Marc O ; Banks, Martin S",2005-12-28,25874_PSYC3505,,"School of Psychology",Inactive,,202122_PSYC3505__9390772_1,"PSYC3505: Module Reading List","Journal of vision (Charlottesville, Va.)","The combination of vision and touch depends on spatial proximity",string,string,0,string,string,0,string,,,,string|,string|,string|,"string: string|",
10.1016/s0010-9452(13)80083-4,"E Làdavas E et al.",1964,25874_PSYC3505,,"School of Psychology",Inactive,,202122_PSYC3505__8994937_1,"PSYC3505: Module Reading List",Cortex,"The deployment of visual attention in the intact field of hemineglect patients",string,string,0,string,string,0,string,,,,string|,string|,string|,"string: string|",
10.1016/S0960-9822(01)00023-9,"Haffenden, Angela M ; Schiff, Karen C ; Goodale, Melvyn A",2001-02-06,25874_PSYC3505,,"School of Psychology",Inactive,,202122_PSYC3505__8994937_1,"PSYC3505: Module Reading List","Current biology","The dissociation between perception and action in the Ebbinghaus illusion: Nonillusory effects of pictorial cues on grasp",string,string,0,string,string,0,string,,,,string|,string|,string|,"string: string|",
10.1016/S0960-9822(01)00023-9,"Haffenden, Angela M ; Schiff, Karen C ; Goodale, Melvyn A",2001-02-06,25874_PSYC3505,,"School of Psychology",Inactive,,202122_PSYC3505__9390772_1,"PSYC3505: Module Reading List","Current biology","The dissociation between perception and action in the Ebbinghaus illusion: Nonillusory effects of pictorial cues on grasp",string,string,0,string,string,0,string,,,,string|,string|,string|,"string: string|",
10.1075/idj.21.3.09san,"Dos Santos Lonsdale, Maria",2014,34855_DESN5154M,00942069,"School of Design",Inactive,,202122_DESN5154M__8895162_1,"DESN5154M: DESN5154M Reading List","Information design journal","The effect of text layout on performance: A comparison between types of questions that require different reading processes",string,string,0,string,string,0,string,,,,string|,string|,string|,"string: string|",
10.1038/nature03526,"Riley, J. R ; Greggers, U ; Smith, A. D ; Reynolds, D. R ; Menzel, R",2005-05-12,25874_PSYC3505,,"School of Psychology",Inactive,,202122_PSYC3505__8994937_1,"PSYC3505: Module Reading List",Nature,"The flight paths of honeybees recruited by the waggle dance",string,string,0,string,string,0,string,,,,string|,string|,string|,"string: string|",
10.1038/nature03526,"Riley, J. R ; Greggers, U ; Smith, A. D ; Reynolds, D. R ; Menzel, R",2005-05-12,25874_PSYC3505,,"School of Psychology",Inactive,,202122_PSYC3505__9390772_1,"PSYC3505: Module Reading List",Nature,"The flight paths of honeybees recruited by the waggle dance",string,string,0,string,string,0,string,,,,string|,string|,string|,"string: string|",
10.1097/01.wco.0000191512.60368.ee,"Milner & McIntosh",2005,25874_PSYC3505,,"School of Psychology",Inactive,,202122_PSYC3505__8994937_1,"PSYC3505: Module Reading List","Current Opinion in Neurology","The neurological basis of visual neglect",string,string,0,string,string,0,string,,,,string|,string|,string|,"string: string|",
10.1097/01.wco.0000191512.60368.ee,"Milner, A. David ; McIntosh, Robert D",2005,25874_PSYC3505,,"School of Psychology",Inactive,,202122_PSYC3505__9390772_1,"PSYC3505: Module Reading List","Current opinion in neurology","The neurological basis of visual neglect",string,string,0,string,string,0,string,,,,string|,string|,string|,"string: string|",
10.1037/a0026123,"Kountouriotis, GK ; Floyd, RC ; Gardner, PH ; Merat, N ; Wilkie, RM",2012,25874_PSYC3505,,"School of Psychology",Inactive,,202122_PSYC3505__8994937_1,"PSYC3505: Module Reading List",,"The role of gaze and road edge information during high-speed locomotion",string,string,0,string,string,0,string,,,,string|,string|,string|,"string: string|",
10.1016/0028-3932(90)90024-I,"Bottini, G ; Cappa, S ; Geminiani, G ; Sterzi, R",1990,25874_PSYC3505,,"School of Psychology",Inactive,,202122_PSYC3505__8994937_1,"PSYC3505: Module Reading List",Neuropsychologia,"Topographic disorientation A case report",string,string,0,string,string,0,string,,,,string|,string|,string|,"string: string|",
10.1016/0028-3932(90)90024-I,"Bottini, G ; Cappa, S ; Geminiani, G ; Sterzi, R",1990,25874_PSYC3505,,"School of Psychology",Inactive,,202122_PSYC3505__9390772_1,"PSYC3505: Module Reading List",Neuropsychologia,"Topographic disorientation A case report",string,string,0,string,string,0,string,,,,string|,string|,string|,"string: string|",
10.1016/0028-3932(96)00022-X,"Maguire, Eleanor A ; Burke, Teresa ; Phillips, Jack ; Staunton, Hugh",1996,25874_PSYC3505,,"School of Psychology",Inactive,,202122_PSYC3505__8994937_1,"PSYC3505: Module Reading List",Neuropsychologia,"Topographical disorientation following unilateral temporal lobe lesions in humans",string,string,0,string,string,0,string,,,,string|,string|,string|,"string: string|",
10.1016/0028-3932(96)00022-X,"Maguire, Eleanor A ; Burke, Teresa ; Phillips, Jack ; Staunton, Hugh",1996,25874_PSYC3505,,"School of Psychology",Inactive,,202122_PSYC3505__9390772_1,"PSYC3505: Module Reading List",Neuropsychologia,"Topographical disorientation following unilateral temporal lobe lesions in humans",string,string,0,string,string,0,string,,,,string|,string|,string|,"string: string|",
10.1007/s00221-010-2321-4,"Wilkie, R. M ; Kountouriotis, G. K ; Merat, N ; Wann, J. P",2010-06-17,25874_PSYC3505,,"School of Psychology",Inactive,,202122_PSYC3505__8994937_1,"PSYC3505: Module Reading List","Experimental brain research","Using vision to control locomotion: looking where you want to go",string,string,0,string,string,0,string,,,,string|,string|,string|,"string: string|",
10.1007/s00221-010-2321-4,"Wilkie, R. M ; Kountouriotis, G. K ; Merat, N ; Wann, J. P",2010-06-17,25874_PSYC3505,,"School of Psychology",Inactive,,202122_PSYC3505__9390772_1,"PSYC3505: Module Reading List","Experimental brain research","Using vision to control locomotion: looking where you want to go",string,string,0,string,string,0,string,,,,string|,string|,string|,"string: string|",
10.1037/0096-1523.18.4.906,"Loomis, Jack M ; Da Silva, José A ; Fujita, Naofumi ; Fukusima, Sergio S",1992-11,25874_PSYC3505,,"School of Psychology",Inactive,,202122_PSYC3505__8994937_1,"PSYC3505: Module Reading List","Journal of experimental psychology. Human perception and performance","Visual Space Perception and Visually Directed Action",string,string,0,string,string,0,string,,,,string|,string|,string|,"string: string|",
10.1037/0096-1523.18.4.906,"Loomis, Jack M ; Da Silva, José A ; Fujita, Naofumi ; Fukusima, Sergio S",1992-11,25874_PSYC3505,,"School of Psychology",Inactive,,202122_PSYC3505__9390772_1,"PSYC3505: Module Reading List","Journal of experimental psychology. Human perception and performance","Visual Space Perception and Visually Directed Action",string,string,0,string,string,0,string,,,,string|,string|,string|,"string: string|",
10.1016/0028-3932(94)00119-A,"Zihl, J",1995-03,25874_PSYC3505,,"School of Psychology",Inactive,,202122_PSYC3505__8994937_1,"PSYC3505: Module Reading List",Neuropsychologia,"Visual scanning behavior in patients with homonymous hemianopia",string,string,0,string,string,0,string,,,,string|,string|,string|,"string: string|",
10.1016/0028-3932(94)00119-A,"Zihl, J",1995-03,25874_PSYC3505,,"School of Psychology",Inactive,,202122_PSYC3505__9390772_1,"PSYC3505: Module Reading List",Neuropsychologia,"Visual scanning behavior in patients with homonymous hemianopia",string,string,0,string,string,0,string,,,,string|,string|,string|,"string: string|",
10.1007/s00221-010-2530-x,"Cloete, Steven ; Wallis, Guy",2011-01-09,25874_PSYC3505,,"School of Psychology",Inactive,,202122_PSYC3505__8994937_1,"PSYC3505: Module Reading List","Experimental brain research","Visuomotor control of steering: the artefact of the matter",string,string,0,string,string,0,string,,,,string|,string|,string|,"string: string|",
10.1007/s00221-010-2530-x,"Cloete, Steven ; Wallis, Guy",2011-01-09,25874_PSYC3505,,"School of Psychology",Inactive,,202122_PSYC3505__9390772_1,"PSYC3505: Module Reading List","Experimental brain research","Visuomotor control of steering: the artefact of the matter",string,string,0,string,string,0,string,,,,string|,string|,string|,"string: string|",
10.1016/S0010-9452(89)80065-6,"Marshall, John C ; Halligan, Peter W",1989-09,25874_PSYC3505,,"School of Psychology",Inactive,,202122_PSYC3505__9390772_1,"PSYC3505: Module Reading List",Cortex,"When Right Goes Left: An Investigation of Line Bisection in a Case of Visual Neglect",string,string,0,string,string,0,string,,,,string|,string|,string|,"string: string|",
https://doi.org/10.1016/S0010-9452(89)80065-6,"Marshall JC, Halligan PW.",1964,25874_PSYC3505,,"School of Psychology",Inactive,,202122_PSYC3505__8994937_1,"PSYC3505: Module Reading List",Cortex,"When right goes left: an investigation of line bisection in a case of visual neglect.",string,string,0,string,string,0,string,,,,string|,string|,string|,"string: string|",
10.1038/369742a0,"Land, M. F ; Lee, D. N",1994-06-30,25874_PSYC3505,,"School of Psychology",Inactive,,202122_PSYC3505__8994937_1,"PSYC3505: Module Reading List","Nature (London)","Where we look when we steer",string,string,0,string,string,0,string,,,,string|,string|,string|,"string: string|",
10.1038/369742a0,"Land, M. F ; Lee, D. N",1994-06-30,25874_PSYC3505,,"School of Psychology",Inactive,,202122_PSYC3505__9390772_1,"PSYC3505: Module Reading List","Nature (London)","Where we look when we steer",string,string,0,string,string,0,string,,,,string|,string|,string|,"string: string|",
10.1068/p5343,"Salvucci, Dario D ; Gray, Rob",2004-10,25874_PSYC3505,,"School of Psychology",Inactive,,202122_PSYC3505__8994937_1,"PSYC3505: Module Reading List","Perception (London)","1'A Two-Point Visual Control Model of Steering",string,string,0,string,string,0,string,,,,string|,string|,string|,"string: string|",
10.1068/p5343,"Salvucci, Dario D ; Gray, Rob",2004-10,25874_PSYC3505,,"School of Psychology",Inactive,,202122_PSYC3505__9390772_1,"PSYC3505: Module Reading List","Perception (London)","1'A Two-Point Visual Control Model of Steering",string,string,0,string,string,0,string,,,,string|,string|,string|,"string: string|",
10.1037/a0018728,"Billington, Jac ; Field, David T ; Wilkie, Richard M ; Wann, John P",2010-12,25874_PSYC3505,,"School of Psychology",Inactive,,202122_PSYC3505__8994937_1,"PSYC3505: Module Reading List","Journal of experimental psychology. Human perception and performance","1'An fMRI Study of Parietal Cortex Involvement in the Visual Guidance of Locomotion",string,string,0,string,string,0,string,,,,string|,string|,string|,"string: string|",
10.1037/a0018728,"Billington, Jac ; Field, David T ; Wilkie, Richard M ; Wann, John P",2010-12,25874_PSYC3505,,"School of Psychology",Inactive,,202122_PSYC3505__9390772_1,"PSYC3505: Module Reading List","Journal of experimental psychology. Human perception and performance","1'An fMRI Study of Parietal Cortex Involvement in the Visual Guidance of Locomotion",string,string,0,string,string,0,string,,,,string|,string|,string|,"string: string|",
10.1038/nature02169,"Körding, Konrad P ; Wolpert, Daniel M",2004-01-15,25874_PSYC3505,,"School of Psychology",Inactive,,202122_PSYC3505__8994937_1,"PSYC3505: Module Reading List",Nature,"1'Bayesian integration in sensorimotor learning",string,string,0,string,string,0,string,,,,string|,string|,string|,"string: string|",
10.1038/nature02169,"Körding, Konrad P ; Wolpert, Daniel M",2004-01-15,25874_PSYC3505,,"School of Psychology",Inactive,,202122_PSYC3505__9390772_1,"PSYC3505: Module Reading List",Nature,"1'Bayesian integration in sensorimotor learning",string,string,0,string,string,0,string,,,,string|,string|,string|,"string: string|",
10.1038/nature01964,"Kahana, Michael J ; Fried, Itzhak ; Ekstrom, Arne D ; Caplan, Jeremy B ; Fields, Tony A ; Isham, Eve A ; Newman, Ehren L",2003-09-11,25874_PSYC3505,,"School of Psychology",Inactive,,202122_PSYC3505__8994937_1,"PSYC3505: Module Reading List",Nature,"1'Cellular networks underlying human spatial navigation",string,string,0,string,string,0,string,,,,string|,string|,string|,"string: string|",
10.1038/nature01964,"Kahana, Michael J ; Fried, Itzhak ; Ekstrom, Arne D ; Caplan, Jeremy B ; Fields, Tony A ; Isham, Eve A ; Newman, Ehren L",2003-09-11,25874_PSYC3505,,"School of Psychology",Inactive,,202122_PSYC3505__9390772_1,"PSYC3505: Module Reading List",Nature,"1'Cellular networks underlying human spatial navigation",string,string,0,string,string,0,string,,,,string|,string|,string|,"string: string|",
10.1037/0096-1523.29.2.363,"Wilkie, Richard ; Wann, John",2003-04,25874_PSYC3505,,"School of Psychology",Inactive,,202122_PSYC3505__8994937_1,"PSYC3505: Module Reading List","Journal of experimental psychology. Human perception and performance","1'Controlling Steering and Judging Heading: Retinal Flow, Visual Direction, and Extraretinal Information",string,string,0,string,string,0,string,,,,string|,string|,string|,"string: string|",
10.1037/0096-1523.29.2.363,"Wilkie, Richard ; Wann, John",2003-04,25874_PSYC3505,,"School of Psychology",Inactive,,202122_PSYC3505__9390772_1,"PSYC3505: Module Reading List","Journal of experimental psychology. Human perception and performance","1'Controlling Steering and Judging Heading: Retinal Flow, Visual Direction, and Extraretinal Information",string,string,0,string,string,0,string,,,,string|,string|,string|,"string: string|",
10.1126/science.287.5454.851,"Srinivasan, Mandyan V ; Zhang, Shaowu ; Altwein, Monika ; Tautz, Jürgen",2000-02-04,25874_PSYC3505,,"School of Psychology",Inactive,,202122_PSYC3505__8994937_1,"PSYC3505: Module Reading List","Science (American Association for the Advancement of Science)","1'Honeybee Navigation: Nature and Calibration of the ""Odometer""",string,string,0,string,string,0,string,,,,string|,string|,string|,"string: string|",
10.1126/science.287.5454.851,"Srinivasan, Mandyan V ; Zhang, Shaowu ; Altwein, Monika ; Tautz, Jürgen",2000-02-04,25874_PSYC3505,,"School of Psychology",Inactive,,202122_PSYC3505__9390772_1,"PSYC3505: Module Reading List","Science (American Association for the Advancement of Science)","1'Honeybee Navigation: Nature and Calibration of the ""Odometer""",string,string,0,string,string,0,string,,,,string|,string|,string|,"string: string|",
https://doi.org/10.1016/S0010-9452(08)70482-9,"Brenner & Smeets (2007)",1964,25874_PSYC3505,,"School of Psychology",Inactive,,202122_PSYC3505__9390772_1,"PSYC3505: Module Reading List","Cortex (Online)","1'Insights about seeing, Review of Sight Unseen by Goodale & Milner (2005)",string,string,0,string,string,0,string,,,,string|,string|,string|,"string: string|",
https://doi.org/10.1016/S0010-9452(08)70482-9,"Brenner & Smeets",1964,25874_PSYC3505,,"School of Psychology",Inactive,,202122_PSYC3505__8994937_1,"PSYC3505: Module Reading List",Cortex,"1'Insights about seeing, Review of Sight Unseen by Goodale & Milner (2005),",string,string,0,string,string,0,string,,,,string|,string|,string|,"string: string|",
10.1098/rstb.1997.0127,"Karnath, Hans-Otto ; Karnath, Hans-Otto",1997-10-29,25874_PSYC3505,,"School of Psychology",Inactive,,202122_PSYC3505__9390772_1,"PSYC3505: Module Reading List","Philosophical transactions. Biological sciences","1'Karnath, HO (1997) Spatial orientation and the representation of space with parietal lobe lesions Philosophical transactions",string,string,0,string,string,0,string,,,,string|,string|,string|,"string: string|",
10.1212/WNL.54.6.1324,"Fink, Gereon R ; Marshall, J.C ; Shah, N.J ; Weiss, P.H ; Halligan, P.W ; Grosse-Ruyken, M ; Ziemons, K ; Zilles, K ; Freund, H.-J",2000-03-28,25874_PSYC3505,,"School of Psychology",Inactive,,202122_PSYC3505__8994937_1,"PSYC3505: Module Reading List",Neurology,"1'Line bisection judgments implicate right parietal cortex and cerebellum as assessed by fMRI",string,string,0,string,string,0,string,,,,string|,string|,string|,"string: string|",
10.1212/WNL.54.6.1324,"Fink, Gereon R ; Marshall, J.C ; Shah, N.J ; Weiss, P.H ; Halligan, P.W ; Grosse-Ruyken, M ; Ziemons, K ; Zilles, K ; Freund, H.-J",2000-03-28,25874_PSYC3505,,"School of Psychology",Inactive,,202122_PSYC3505__9390772_1,"PSYC3505: Module Reading List",Neurology,"1'Line bisection judgments implicate right parietal cortex and cerebellum as assessed by fMRI",string,string,0,string,string,0,string,,,,string|,string|,string|,"string: string|",
10.1145/1870076.1870077,"Wilkie, Richard ; Wann, John ; Allison, Robert",2011-01-01,25874_PSYC3505,,"School of Psychology",Inactive,,202122_PSYC3505__8994937_1,"PSYC3505: Module Reading List","ACM transactions on applied perception","1'Modeling locomotor control: The advantages of mobile gaze",string,string,0,string,string,0,string,,,,string|,string|,string|,"string: string|",
10.1145/1870076.1870077,"Wilkie, Richard ; Wann, John ; Allison, Robert",2011-01-01,25874_PSYC3505,,"School of Psychology",Inactive,,202122_PSYC3505__9390772_1,"PSYC3505: Module Reading List","ACM transactions on applied perception","1'Modeling locomotor control: The advantages of mobile gaze",string,string,0,string,string,0,string,,,,string|,string|,string|,"string: string|",
